City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,07-08-2023,21.07,32.96,5.9,16.89,22.72,37.98,0.62,8.41,40.1,1.06,2.7,,65,Satisfactory
Chennai,08-08-2023,24.99,25.65,7.25,17.69,23.27,39.34,1.05,6.47,44.3,0.31,1.2,,84,Satisfactory
Chennai,09-08-2023,22.61,29.99,7.91,17.47,24.91,42.18,0.65,5.14,37.47,0.37,1.16,,70,Satisfactory
Chennai,10-08-2023,22.66,42.4,6.04,16.78,22.87,33,0.64,8.7,48.65,0.09,1.14,,74,Satisfactory
Chennai,11-08-2023,16.68,30.27,5.21,13.39,18.57,15.17,0.57,5.95,56.49,0.1,0.68,,76,Satisfactory
Chennai,12-08-2023,18.65,42.25,5.37,13.7,19.05,14.28,0.61,6.14,56.7,0,0.93,,112,Moderate
Chennai,13-08-2023,21.83,67.63,6.15,14.07,20.18,15.41,0.9,7.6,53.95,0.56,2.27,,80,Satisfactory
Chennai,14-08-2023,25.51,47.55,5.67,14.06,19.67,22.67,0.88,8.55,60.52,0.22,1.75,,106,Moderate
Chennai,15-08-2023,19.01,33.79,5.35,16.94,22.16,36.98,0.86,11.34,41.27,0.04,1.53,,105,Moderate
Chennai,16-08-2023,26.43,49.99,5.54,17.24,22.72,41.01,0.89,10.24,37.5,0.91,2.11,,110,Moderate
Chennai,17-08-2023,13.03,27.27,13.91,15.33,22.26,29.75,0.57,8.6,31.21,3.25,5.53,,82,Satisfactory
Chennai,18-08-2023,13.2,25.96,7.36,12.65,19.71,28.04,0.55,5.96,37.43,2.48,3.66,,69,Satisfactory
Chennai,19-08-2023,22.64,39.46,5.77,18.01,23.76,42.66,0.94,7.14,31.17,2.12,3.9,,58,Satisfactory
Chennai,20-08-2023,27.06,,5.55,19.07,24.49,60.63,1.04,9.73,22.56,2.18,3.84,,68,Satisfactory
Chennai,21-08-2023,29.21,38.5,9.5,18.82,27.29,54.1,1,14.46,24.79,1.1,3.93,,77,Satisfactory
Chennai,22-08-2023,31.43,25.58,8.15,16.93,24.7,44.27,0.71,7.08,26.59,4,5.62,,82,Satisfactory
Chennai,23-08-2023,25.89,80.57,7.35,14.8,22.11,15.38,0.64,4.37,18.42,1.49,1.49,,52,Satisfactory
Chennai,24-08-2023,17.58,23.46,7.96,13.98,18.63,16.49,0.58,6.04,31.27,0.05,0.11,,48,Good
Chennai,25-08-2023,22.35,39.35,6.8,13.79,20.1,26.11,0.61,5.02,21.93,0.05,0.04,,47,Good
Chennai,26-08-2023,17.46,33.33,5.63,17.31,22.87,21.26,0.62,6.22,35.29,0.05,0.16,,57,Satisfactory
Chennai,27-08-2023,18.64,25.63,6.12,19.81,25.87,20.03,0.59,5.48,38.69,0.3,0.45,,48,Good
Chennai,28-08-2023,20.57,37.57,6.72,15.76,22.45,16.78,0.62,5.43,51.83,0.11,0.68,,104,Moderate
Chennai,29-08-2023,25.15,29.91,7.9,15.8,22.67,19.36,0.67,5.5,34.57,0.3,1.51,,51,Satisfactory
Chennai,30-08-2023,22.87,39.16,7.53,14.85,22.38,20.91,0.73,6.61,59.16,1.56,0.86,,101,Moderate
Chennai,31-08-2023,27.11,55.11,6.19,14.73,20.93,19.77,0.75,6.39,39.33,0.69,1.96,,121,Moderate
Chennai,01-09-2023,26.91,45.12,7.56,14.12,21.68,19.94,0.78,5.87,40.6,1.1,3.94,,122,Moderate
Chennai,02-09-2023,30.64,46.36,4.93,15.41,20.31,38.11,1.05,5.99,55.87,2.73,2.1,,108,Moderate
Chennai,03-09-2023,29.69,26.98,8.46,17.05,24.62,40.45,1,6.07,49.45,0.94,4.15,,100,Satisfactory
Chennai,04-09-2023,35.06,35.58,9.12,18.79,26.79,41.25,0.93,6.84,50.73,2.83,4.26,,146,Moderate
Chennai,05-09-2023,22.29,22.95,10.23,18.59,27.05,43.2,0.82,7.16,42.75,0.34,2.64,,70,Satisfactory
Chennai,06-09-2023,25.84,39.75,7.44,22.76,30.02,41.7,0.81,6.69,41.25,1.02,2.33,,75,Satisfactory
Chennai,07-09-2023,26.37,61.74,6.35,13.94,14.76,16.37,0.78,6.17,44.92,0.86,2.4,,105,Moderate
Chennai,08-09-2023,22.62,,5.66,11.39,16.78,,1.05,4.73,20.04,1.17,1.83,,76,Satisfactory
Chennai,09-09-2023,37.51,72.52,5.03,13.31,18.24,39.76,0.85,6.02,36.98,1,2.56,,76,Satisfactory
Chennai,10-09-2023,37.85,55.29,3.93,12.45,16.37,24.9,0.75,6.38,68.76,0.17,1.12,,111,Moderate
Chennai,11-09-2023,39.26,51.62,4.34,12.23,16.55,26.19,0.86,6.34,61.37,0.23,2.42,,150,Moderate
Chennai,12-09-2023,23.59,73.02,4.03,11.72,15.73,22.87,0.83,6.39,55.72,0.29,1.8,,103,Moderate
Chennai,13-09-2023,27.36,46.3,3.76,11.32,15.07,23.38,0.71,6.64,59.95,0.07,1.38,,78,Satisfactory
Chennai,14-09-2023,23.45,43.81,4.37,11.69,12.18,13.97,0.46,6.07,56.94,0.05,1.42,,81,Satisfactory
Chennai,15-09-2023,20.82,38.66,4.21,10.29,14.34,15.1,0.64,6.12,58.37,0,0.77,,89,Satisfactory
Chennai,16-09-2023,28.74,40.41,4.05,10.53,14.56,24.17,0.88,6.69,53.64,0.15,1.96,,100,Satisfactory
Chennai,17-09-2023,22.59,32.44,4.24,11.14,15.35,24.31,0.92,6.3,54.32,0.54,2.57,,96,Satisfactory
Chennai,18-09-2023,26.98,45.52,4.53,12,16.53,24.25,0.99,6.94,57.81,0,3.03,,105,Moderate
Chennai,19-09-2023,23.18,26.53,5.48,12.44,17.86,26.02,1.15,7.09,49.51,0.14,4.65,,95,Satisfactory
Chennai,20-09-2023,38.04,56.21,5.32,11.43,16.7,23.7,1.15,6.7,57.05,10.66,28.03,,120,Moderate
Chennai,21-09-2023,33.44,71.07,7.34,13.74,13.94,12.39,0.83,5.97,53.35,0.02,3.62,,106,Moderate
Chennai,22-09-2023,43.67,101.54,12.1,16.38,24.14,11.83,1.12,6.58,59.37,0.4,8.64,,126,Moderate
Chennai,23-09-2023,61.94,86.53,5.94,12.87,16.28,24.8,0.76,6.28,58.54,0.29,5,,135,Moderate
Chennai,24-09-2023,35.03,61.6,4.45,11.77,13.95,24.95,0.9,6.61,45.56,0.02,2.05,,114,Moderate
Chennai,25-09-2023,16.9,37.12,5.34,10.73,14.27,24.36,0.86,6.19,28.38,0,0.39,,93,Satisfactory
Chennai,26-09-2023,14.27,30.32,4.7,10.79,13.38,24.95,0.93,6.36,48.1,0.05,1.9,,99,Satisfactory
Chennai,27-09-2023,17.76,45.69,4.84,10.05,12.39,25.31,0.89,7.13,44.14,0.02,0.96,,103,Moderate
Chennai,28-09-2023,20.99,53.49,6.51,10.69,10.41,16.27,0.68,6.76,37.83,0,1.11,,105,Moderate
Chennai,29-09-2023,25.87,39.41,6.15,9.1,11.47,13.55,0.88,6.47,39.05,0,0.99,,116,Moderate
Chennai,30-09-2023,23.02,39.11,6.55,11.32,14.08,17.26,0.78,6.03,41.73,0,0.56,,106,Moderate
Chennai,01-10-2023,41.82,87.5,5.71,13.2,15.67,19.85,0.84,5.99,64.23,0,1.05,,109,Moderate
Chennai,02-10-2023,32.4,46.68,4.54,14.87,18.43,32.73,0.8,6.54,67.72,0,0.44,,122,Moderate
Chennai,03-10-2023,31.1,25.97,5.67,13.87,16.99,30.25,0.83,6.78,57.6,0,0.63,,110,Moderate
Chennai,04-10-2023,23.49,52,5.71,12.89,18.07,29.99,0.81,5.46,57.91,0.02,1.3,,72,Satisfactory
Chennai,05-10-2023,47.4,40.58,4.85,15.4,13.45,13.78,0.63,5.71,58.15,0,0.45,,78,Satisfactory
Chennai,06-10-2023,19.32,91.05,5.4,13.42,14.99,11.59,0.77,5.38,55.94,0,0.1,,145,Moderate
Chennai,07-10-2023,58.64,66.67,16.41,24.13,30.18,71.41,0.75,5.58,63.42,0,0.08,,108,Moderate
Chennai,08-10-2023,36.56,94.02,13.22,19.29,24.68,71.93,0.81,6.55,63.92,0,0,,141,Moderate
Chennai,09-10-2023,24.5,79.42,8.28,21.5,22.13,70.21,0.87,5.6,52.84,0.32,0.9,,114,Moderate
Chennai,10-10-2023,21.13,67.66,8.86,20.03,20.52,49.41,0.8,5.86,46.63,0.02,0.73,,92,Satisfactory
Chennai,11-10-2023,21.2,55.08,10.48,12.98,17.44,26.58,0.76,5.86,47.37,0,0.56,,87,Satisfactory
Chennai,12-10-2023,16.34,72.77,7.62,13.05,12.75,14.35,0.56,6.25,48.3,0.03,0.74,,92,Satisfactory
Chennai,13-10-2023,14.93,34.46,6.92,12.82,16.24,10.29,0.67,6.08,52.17,0,0.66,,89,Satisfactory
Chennai,14-10-2023,21.14,60.99,8.67,10.65,14.66,23.59,0.61,5.94,48.79,0,0.5,,86,Satisfactory
Chennai,15-10-2023,20.33,42.85,10.05,14.28,18.72,26.6,0.68,5.98,42.02,0.01,0.48,,75,Satisfactory
Chennai,16-10-2023,17.58,27.06,8.48,13.95,18,26.58,0.68,6.39,31.95,0.02,0.19,,64,Satisfactory
Chennai,17-10-2023,30.95,31.76,10.97,14.72,19.65,32.82,0.81,6.92,29.34,0.04,0.08,,61,Satisfactory
Chennai,18-10-2023,32,36.8,9.54,13.39,17.33,30.94,0.77,5.46,30.63,0.05,0.86,,80,Satisfactory
Chennai,19-10-2023,31.76,36.51,9.22,16.52,15.93,26.93,0.6,5.72,29.19,0.16,0.29,,75,Satisfactory
Chennai,20-10-2023,35.03,50.72,9.87,15.91,20.76,29.68,0.87,5.7,32.64,0.02,0.09,,73,Satisfactory
Chennai,21-10-2023,26.55,26.19,8.77,14.07,19.12,26.59,0.85,6.7,27.49,0.02,0.52,,71,Satisfactory
Chennai,22-10-2023,28.47,28.65,10.28,15.97,22.34,23.88,0.85,5.56,28.67,0,0.22,,69,Satisfactory
Chennai,23-10-2023,40,47.83,10.76,13.91,21.85,25.99,0.9,5.86,36.29,0.04,0.04,,81,Satisfactory
Chennai,24-10-2023,35.34,61.61,10.86,22.06,30.74,37.63,0.92,8.83,33.34,0.02,0.91,,67,Satisfactory
Chennai,25-10-2023,46.48,75.12,15.09,29.32,42.27,70.13,0.95,8.14,32.03,0,0.13,,86,Satisfactory
Chennai,26-10-2023,95.49,111.38,15.05,17.79,22.53,22.28,0.73,9.38,30.06,0,0.82,,121,Moderate
Chennai,27-10-2023,153.73,196.29,16.89,18.36,34.75,16.17,1.34,13.94,32.75,0.23,3.84,,306,Very Poor
Chennai,28-10-2023,54.13,72.84,11.23,26.17,36.78,92.78,1.42,12.81,27.69,0.64,1.8,,208,Poor
Chennai,29-10-2023,31.22,46.07,24.12,33.68,56.01,86.42,0.8,8.58,33.76,0,0.65,,83,Satisfactory
Chennai,30-10-2023,34.65,32.13,12.43,28.92,40.96,78.26,0.78,7.21,28.51,0,2.9,,84,Satisfactory
Chennai,31-10-2023,87.99,56.38,16.69,27.43,42.24,71.49,0.99,6.61,30.92,0.1,5.87,,141,Moderate
Chennai,01-11-2023,40.78,56.24,33.32,22.47,48.82,88.85,1.04,7.58,29.3,0,3.64,,133,Moderate
Chennai,02-11-2023,34.45,70.97,14.04,15.48,22.08,21.3,0.71,6.82,30.83,0,2.74,,76,Satisfactory
Chennai,03-11-2023,70.95,,10.82,16.78,27.23,25.37,0.87,6.92,36.51,0.07,1.94,,91,Satisfactory
Chennai,04-11-2023,115.35,241.6,8.53,19.41,26.57,44.24,0.98,8.77,44.21,0,1.45,,222,Poor
Chennai,05-11-2023,98.83,181.03,9.5,19.12,27.57,50.12,1.08,8.17,46.2,0.02,3.13,,261,Poor
Chennai,06-11-2023,105.94,183.42,8.85,18.98,26.64,47.78,1.09,7.9,45.94,0,3.11,,229,Poor
Chennai,07-11-2023,121.43,201.76,10.6,18.15,27.37,48.42,1.04,7.08,47.64,0,2.62,,273,Poor
Chennai,08-11-2023,142.9,196.37,9.56,17.94,26.41,44.44,0.96,7.75,55.69,0,3.05,,294,Poor
Chennai,09-11-2023,96.8,172.27,10.06,13.83,22.12,19.52,0.86,5.4,53.69,0,2.56,,253,Poor
Chennai,10-11-2023,93.13,198.2,11.81,13.01,24.79,17.81,0.98,5.46,53.81,0,2.57,,230,Poor
Chennai,11-11-2023,61.45,104.29,10.51,14.86,23.68,28.7,0.82,8.85,43.01,0.41,3.77,,192,Moderate
Chennai,12-11-2023,31.32,71.74,9.95,15.61,25.55,43.56,0.54,8.42,31.9,2.01,7.07,,77,Satisfactory
Chennai,13-11-2023,37.23,109.85,8.54,13.89,20.04,68.8,0.52,7.38,41.66,0.25,3.21,,76,Satisfactory
Chennai,14-11-2023,19.18,66.95,7.31,11.17,13.12,57.31,0.47,6.06,43.38,0.04,0.89,,92,Satisfactory
Chennai,15-11-2023,21.99,52.7,9.57,15.3,18.49,48.59,0.52,7.39,38.96,0.04,3.31,,84,Satisfactory
Chennai,16-11-2023,44.91,80.85,9.8,14.58,20.74,47.94,0.54,5.87,38.12,0.02,1.68,,57,Satisfactory
Chennai,17-11-2023,56.9,154.66,5.21,14.19,16.07,22.5,0.53,6.7,51.76,0,1.45,,122,Moderate
Chennai,18-11-2023,26.91,125.72,6.88,11.86,15.25,36.89,0.46,4.97,29.15,0,1.55,,90,Satisfactory
Chennai,19-11-2023,28.52,37.66,9.62,11.17,20.75,46.14,0.55,4.67,28.85,0.1,4.26,,63,Satisfactory
Chennai,20-11-2023,20.95,34.1,6.89,10,16.8,61.47,0.46,5.58,22.78,0.05,1.14,,47,Good
Chennai,21-11-2023,33.55,70.14,6.71,10.78,17.41,78.83,0.47,8.18,27.28,0,1.11,,56,Satisfactory
Chennai,22-11-2023,31.16,50.45,5.94,10.19,16.06,61.69,0.46,7.89,27.26,0.02,1.01,,60,Satisfactory
Chennai,23-11-2023,46.05,59.79,5.71,15.6,21.16,49.2,0.47,8.55,23.1,0,1.71,,64,Satisfactory
Chennai,24-11-2023,59.64,65.54,6.8,12.43,18.43,51.02,0.49,7.4,33.32,0.02,0.12,,110,Moderate
Chennai,25-11-2023,44.81,63.09,5.93,12.6,17.11,39.16,0.47,5.42,31.05,0.05,0.25,,86,Satisfactory
Chennai,26-11-2023,53.33,84.65,7.52,21.97,26.56,48.86,0.52,8.19,33.72,0,0.48,,77,Satisfactory
Chennai,27-11-2023,37.8,80.2,7.46,12.54,15.73,43.12,0.53,10.19,39.18,0,0.29,,80,Satisfactory
Chennai,28-11-2023,30.56,62.56,5.67,20.28,22.02,40.31,0.52,7.09,32.91,0.02,0.34,,63,Satisfactory
Chennai,29-11-2023,21.08,54.48,10.53,10.09,18.19,83.27,0.45,9.47,27.3,0.02,0.13,,53,Satisfactory
Chennai,30-11-2023,18.45,62.97,6.3,12.09,18.24,74.49,0.38,6.84,31.58,0.05,0.16,,48,Good
Chennai,01-12-2023,17.79,52.26,6.9,12.66,19.5,53.9,0.47,6.93,33.27,0.15,0.05,,60,Satisfactory
Chennai,02-12-2023,21.17,41.24,8.03,11.51,19.5,82.54,0.44,8.1,23.57,0.04,0,,49,Good
Chennai,03-12-2023,36.17,82.52,6.03,12.03,18,195.53,0.54,5.45,26.08,0.07,0.08,,56,Satisfactory
Chennai,04-12-2023,37.56,87.09,3.91,11.2,15,157.47,0.52,7.67,34.43,0.03,0.06,,71,Satisfactory
Chennai,05-12-2023,62.41,78.57,3.78,11.1,14.87,149.57,0.44,7.47,33.57,0.08,0.06,,93,Satisfactory
Chennai,06-12-2023,53.68,89.09,5.35,13.29,17.05,207.14,0.55,7.21,33.97,0.02,0.09,,107,Moderate
Chennai,07-12-2023,34.82,35.98,3.65,15.86,19.28,126.94,0.91,6.22,20.01,0.05,0.18,,76,Satisfactory
Chennai,08-12-2023,35.41,44.05,6.05,21.19,26.23,119.95,0.93,5.71,20.11,0.02,0.08,,69,Satisfactory
Chennai,09-12-2023,27.57,42.96,5.52,26.96,31.82,94.18,0.71,7.03,19.98,0.05,0.04,,61,Satisfactory
Chennai,10-12-2023,37.72,,5.6,19.62,24.72,,0.6,7.23,20.15,0,0.08,,56,Satisfactory
Chennai,11-12-2023,36.55,27.38,10.25,23.21,32.61,97.57,0.73,6.47,24.04,0.05,0.05,,72,Satisfactory
Chennai,12-12-2023,27.78,38.29,6.04,16.54,21.33,104.69,0.54,6.08,24,0.04,0.04,,62,Satisfactory
Chennai,13-12-2023,34.16,42.32,7.61,18.49,25.69,94.21,0.56,10.79,22.78,4.62,0.63,,52,Satisfactory
Chennai,14-12-2023,40.78,52.46,12.14,21.13,31.9,91.29,0.72,13.79,22.61,2.48,0.12,,68,Satisfactory
Chennai,15-12-2023,35.6,44.1,11.43,19.49,30.77,104.56,0.64,7.5,26.83,3.77,0.06,,70,Satisfactory
Chennai,16-12-2023,31.23,31.47,7.9,18.27,25.96,73.65,0.7,8.23,26.19,3.45,0.11,,59,Satisfactory
Chennai,17-12-2023,44.04,56.34,5.08,17.87,22.7,87.78,0.53,6.74,35.26,1.33,0.07,,62,Satisfactory
Chennai,18-12-2023,48.07,49.98,7.44,17.69,24.6,87.37,0.52,8.7,29.67,2.16,0.07,,92,Satisfactory
Chennai,19-12-2023,52.28,67.54,4.47,16.88,21.11,85.14,0.53,8.95,33.87,1.39,0.03,,83,Satisfactory
Chennai,20-12-2023,65.45,84.77,4.19,16.87,20.82,86.5,0.66,8.04,36.82,3.78,0.14,,106,Moderate
Chennai,21-12-2023,72.57,79.66,7.46,18.47,25.58,87.16,0.69,13.49,33.86,6.17,0.14,,126,Moderate
Chennai,22-12-2023,57.74,59.56,6.65,16.14,22.47,80.23,0.6,17.17,38.89,6.12,0.04,,134,Moderate
Chennai,23-12-2023,52.75,60.37,7.23,19.05,25.99,88.89,0.69,7.07,32.21,8.99,0.2,,92,Satisfactory
Chennai,24-12-2023,53.51,84.11,5.61,19.46,25.04,76.4,0.6,7.88,28.38,1.17,0.71,,99,Satisfactory
Chennai,25-12-2023,54.37,73.9,5.54,19.74,25.26,85.55,0.75,9.79,33.18,0.25,0.75,,99,Satisfactory
Chennai,26-12-2023,58.43,74.13,10.48,20.28,30.75,84.51,0.72,18.7,27.5,0.25,0.75,,110,Moderate
Chennai,27-12-2023,31.88,59.15,17.1,17.66,33.61,77.64,0.54,13.18,24.11,0.32,0.54,,77,Satisfactory
Chennai,28-12-2023,36.94,63.7,13.01,20.27,32.37,87.86,0.65,11.45,28.28,1.87,0.03,,65,Satisfactory
Chennai,29-12-2023,52.48,69.8,6.62,14.61,20.92,70.6,0.62,8.48,33.22,0.48,0.03,,92,Satisfactory
Chennai,30-12-2023,38.74,46.37,5.03,14.2,18.99,56.89,0.57,10.6,35.08,0.24,0,,83,Satisfactory
Chennai,31-12-2023,45.49,66.8,5.96,15.44,20.97,66.97,0.61,13.03,36.95,0.32,0,,84,Satisfactory
Chennai,01-01-2024,28.25,40.44,6.69,12.66,18.7,69.17,0.65,12.44,24.79,3.46,0.09,,70,Satisfactory
Chennai,02-01-2024,27.59,23.01,8.99,11.47,19.86,65.15,0.76,7,21.31,6.81,0.05,,57,Satisfactory
Chennai,03-01-2024,32.16,36.63,10.43,10.95,20.62,60.39,0.97,10.2,25.52,7.69,1.3,,74,Satisfactory
Chennai,04-01-2024,30.49,44.9,7.95,11.49,18.64,62.05,0.87,8.4,28.4,6.26,0.11,,64,Satisfactory
Chennai,05-01-2024,23.37,30.76,4.8,8.69,13.3,45.46,0.77,7.45,30.88,2.21,0,,62,Satisfactory
Chennai,06-01-2024,19.45,25.87,5.72,10.41,15.93,50.01,0.83,8.12,25,2.14,0.07,,61,Satisfactory
Chennai,07-01-2024,33.54,40.38,4.27,12.16,15.99,53.89,0.55,19.3,28.97,2.94,0.03,,55,Satisfactory
Chennai,08-01-2024,42.22,61.8,7.14,17.3,24.25,58.6,0.55,21.18,29.73,0.58,0.03,,73,Satisfactory
Chennai,09-01-2024,42.16,75.24,9.27,17.47,26.55,48.44,0.78,17.91,27.67,0.72,0,,79,Satisfactory
Chennai,10-01-2024,40.76,69.94,10.51,17.3,27.69,52.55,0.77,9.65,28.3,0.05,0,,74,Satisfactory
Chennai,11-01-2024,39.81,71.75,11.64,18.69,30.05,58.71,0.79,10.03,27.22,0.8,0.03,,72,Satisfactory
Chennai,12-01-2024,58.38,73.51,6.15,14.35,20.28,58.05,0.85,8.13,32.45,0.22,0.03,,83,Satisfactory
Chennai,13-01-2024,74.12,122.43,6.12,16.68,22.56,61.12,0.88,17.51,33.52,0.22,0.03,,140,Moderate
Chennai,14-01-2024,122.88,168.34,13.48,20.24,33.44,72.09,1.1,23.68,35.37,1.35,0.06,,230,Poor
Chennai,15-01-2024,48.06,66.92,7.2,13.76,20.74,44.99,0.65,17.7,33.57,0.24,0.03,,168,Moderate
Chennai,16-01-2024,34.09,44.39,7.78,12.32,19.86,44.81,0.65,19.88,33.34,0.07,0,,74,Satisfactory
Chennai,17-01-2024,35.33,53.18,8.07,11.1,18.78,39.79,0.7,22.76,26.76,0.05,0.02,,62,Satisfactory
Chennai,18-01-2024,28.67,28.47,4.85,10.68,15.06,39,0.84,27.29,29.02,0,0.11,,65,Satisfactory
Chennai,19-01-2024,31.17,33.25,6.4,17.08,22.8,42.27,0.78,23.09,26.29,0.03,0.03,,67,Satisfactory
Chennai,20-01-2024,37.66,53.48,10.01,23.7,33.31,50.68,0.88,17.54,26.38,0.32,0,,69,Satisfactory
Chennai,21-01-2024,44.91,60.17,8.14,22.62,30.54,50,0.8,18.22,31.09,0.51,0.04,,85,Satisfactory
Chennai,22-01-2024,47.95,64.49,10.45,20.03,29.44,58.36,0.89,12.25,34.26,0.46,0.03,,93,Satisfactory
Chennai,23-01-2024,59.95,85.4,7.07,16.9,23.65,54.57,0.87,17.79,34.64,0.05,0,,104,Moderate
Chennai,24-01-2024,62.34,112.61,11.88,24.68,36.45,47.63,0.97,19.6,32.88,0.09,0,,123,Moderate
Chennai,25-01-2024,50.48,95.63,13.16,20.2,33.21,53.49,0.9,14.06,34.13,0.55,0,,110,Moderate
Chennai,26-01-2024,41.74,86.84,15.35,16.43,31.63,50.09,0.9,10.3,33.78,0.79,0.03,,87,Satisfactory
Chennai,27-01-2024,47.26,79.24,11.22,18.37,29.51,44.6,1.08,8.09,31.54,2.24,0.06,,78,Satisfactory
Chennai,28-01-2024,53.66,69.03,8.75,17.4,26.08,42.72,1.11,8.18,33.41,2.33,0.03,,85,Satisfactory
Chennai,29-01-2024,52.29,65.93,8.89,14.74,21.46,42.76,1.02,8.01,26.05,2.89,0.04,,84,Satisfactory
Chennai,30-01-2024,43.82,59.48,9.47,14.87,18.86,45.74,0.94,7.71,21.78,0.5,0,,87,Satisfactory
Chennai,31-01-2024,36.56,53.23,9.01,14.02,18.27,46.62,1.09,9.02,32.79,0,0,,78,Satisfactory
Chennai,01-02-2024,32.4,50.04,8.9,13.12,16.95,46.18,0.86,9.86,28.75,0.27,0,,63,Satisfactory
Chennai,02-02-2024,30.58,38.29,8.28,12.12,13.98,44.32,0.77,15.74,23.73,0.06,0,,55,Satisfactory
Chennai,03-02-2024,37.52,57.78,7.46,13.74,15.2,43.9,0.88,16.44,20.76,0,0,,63,Satisfactory
Chennai,04-02-2024,39.6,65.6,10.16,10.92,17.53,39.7,0.88,16.41,26.69,1.38,0,,74,Satisfactory
Chennai,05-02-2024,39.93,59.04,12.01,13.26,20.76,38.35,0.84,12.91,30.7,1.78,0,,94,Satisfactory
Chennai,06-02-2024,40.05,56.19,13.34,19.32,32.42,34.32,0.91,8.57,33.97,1.5,0.04,,89,Satisfactory
Chennai,07-02-2024,36.32,55.83,9.08,14.12,23.09,35.67,0.78,8.19,27.6,0.91,0,,75,Satisfactory
Chennai,08-02-2024,28.45,49.06,7.69,10.61,18.18,36.46,0.77,8.97,29.24,0.55,0.08,,64,Satisfactory
Chennai,09-02-2024,28.1,43.78,6.44,8.77,15.08,40.54,0.8,13.16,31.94,0.52,0,,61,Satisfactory
Chennai,10-02-2024,35.41,61.47,5.24,10.09,15.14,40.52,0.73,9.11,34.11,0.08,0,,58,Satisfactory
Chennai,11-02-2024,29.12,67.85,8.51,19.96,27.78,39.59,0.84,10.31,28.62,0.22,0,,69,Satisfactory
Chennai,12-02-2024,32.17,78.26,7.23,22,28.76,37.32,0.86,10.75,30.14,19.18,0,,81,Satisfactory
Chennai,13-02-2024,49.48,98.17,6.56,18.01,24.45,38.99,0.93,17.74,23.31,4.38,0.04,,93,Satisfactory
Chennai,14-02-2024,56.85,102.04,7.34,17.3,24.59,39.09,1.02,18.01,37.77,1.45,0.05,,118,Moderate
Chennai,15-02-2024,54.82,84,10.92,17.74,27.25,43.92,0.9,13.03,31.92,1.69,0,,121,Moderate
Chennai,16-02-2024,35.13,53.43,8.46,12.71,21.01,42.36,0.78,13.14,21.95,0.68,0.05,,82,Satisfactory
Chennai,17-02-2024,34.25,64.36,9.7,13.64,23.12,39.88,0.77,13.37,18.31,0.6,0.02,,72,Satisfactory
Chennai,18-02-2024,41.49,79.79,16.63,18.11,34.56,48.53,0.96,9.15,24.7,1.23,0.1,,85,Satisfactory
Chennai,19-02-2024,42.95,94.21,12.45,14.71,26.62,91.73,0.77,15.05,24.71,2.38,0.12,,84,Satisfactory
Chennai,20-02-2024,35.52,69.95,9.18,14.09,22.64,88,0.67,19.39,27.14,0.22,0.05,,77,Satisfactory
Chennai,21-02-2024,38.88,125.87,22.11,19.91,40.21,73.98,0.83,8.47,16.21,0.51,0.08,,75,Satisfactory
Chennai,22-02-2024,29.2,51.45,7.52,8.63,15.94,109.55,0.86,8.51,20.66,0.72,0,,76,Satisfactory
Chennai,23-02-2024,28.75,53.6,5.3,8.88,13.32,104.04,0.72,18.19,26.85,0.84,0,,65,Satisfactory
Chennai,24-02-2024,31.07,73.54,9.17,10.95,19.03,97.04,0.97,11.57,23.61,0.97,0,,77,Satisfactory
Chennai,25-02-2024,33.9,56.99,6.98,12.69,18.97,78.04,0.9,11.02,28.52,1.67,0,,81,Satisfactory
Chennai,26-02-2024,39.25,63.4,5.38,8.88,14.06,39.97,0.58,7.63,39.14,1.4,0,,84,Satisfactory
Chennai,27-02-2024,42.97,72.05,6.89,8.7,15.26,41.23,0.67,8.79,31.47,1.12,0,,83,Satisfactory
Chennai,28-02-2024,33.08,49.17,5.5,11.08,16.35,39.86,0.77,16.07,36.16,0.77,0,,75,Satisfactory
Chennai,29-02-2024,36.15,84.54,9.01,14.62,23.07,44.53,0.69,19.12,38.15,0.77,0.02,,72,Satisfactory
Chennai,01-03-2024,35.99,43.7,5.7,9.2,14.59,34.2,0.55,11.18,50.11,1.1,0.05,,80,Satisfactory
Chennai,02-03-2024,43.6,64.94,6,13.01,18.88,33.25,0.66,18.07,26.4,1.29,0.07,,76,Satisfactory
Chennai,03-03-2024,42.16,94.26,9.25,16.26,25.41,32.11,0.64,17.71,43.88,1.3,0.08,,96,Satisfactory
Chennai,04-03-2024,33.29,66.83,8.03,15.71,23.69,37.45,0.7,6.97,34.39,1.82,0.11,,84,Satisfactory
Chennai,05-03-2024,26.69,29.86,10.95,14.04,22.63,40.5,0.74,6.12,20.27,1.25,0.21,,77,Satisfactory
Chennai,06-03-2024,24.95,25.63,10.19,9.72,17.01,41.88,0.75,6.52,21.65,0.68,0,,61,Satisfactory
Chennai,07-03-2024,30.94,27.06,11.16,10.66,19.21,65.59,0.65,4.53,24.05,0.24,0,,69,Satisfactory
Chennai,08-03-2024,21.85,25.97,7.54,6.21,13.11,89.9,0.62,6.52,21.36,0.92,0,,57,Satisfactory
Chennai,09-03-2024,25.93,34.85,10.69,8.54,18.79,90.66,0.71,5.87,20.12,1.01,0.24,,65,Satisfactory
